id;ligne;titre;date;artiste;lieu;description;image;tags;largeur;hauteur;octets
chevaux-de-marly_1743-45;47;Chevaux de Marly;1743-45;Guillaume Coustou;Louvre;2 groupes. Reprise de la diagonale baroque. chevaux fougueux retenus par palefrenier, chevaux cabrés.;chevaux-de-marly_1743-45.jpg;Sculpture, marbre, animaux, Baroque;1260;1400;216615
saint-bruno_1745;48;Saint Bruno;1745;Michel Ange Slodtz;Basilique saint-Pierre de Rome;diagonale baroque, contrapposto, visage expressif, mouvement drapés.;saint-bruno_1745.jpg;Sculpture, marbre, Baroque;1000;1240;143196
voltaire-nu_1770;49;Voltaire nu;1770;Jean-Baptiste Pigalle;louvre;Triomphe de l’esprit sur le corps, absence d’idéalisation néoclassique, absence de sensualisme rocaille, réalisme expressif;voltaire-nu_1770.jpg;Sculpture, marbre, Portrait,;1046;1400;177007
voltaire-assis_1779;50;Voltaire assis;1779;Houdon;Musée Fabre, Montpellier;synthèse entre réalisme expressif et néoc.;voltaire-assis_1779.jpg;Sculpture, céramique, terre cuite, Portrait, néoclassicisme;500;687;65746
l-amour-se-taillant-un-arc-dans-la-masse-d-hercu_1750;51;L’amour se taillant un arc dans la masse d’Hercule;1750;Edme Bouchardon;Louvre;;l-amour-se-taillant-un-arc-dans-la-masse-d-hercu_1750.jpg;Sculpture, marbre, néoclassicisme;905;1400;190797
les-mangeurs-de-raisin_1752;52;Les mangeurs de raisin;1752;Manufacture de Vincennes, François Boucher;MADD;Biscuit de porcelaine tendre d’après Boucher, sujet galant. Idée de ne pas émailler pour se démarquer de la production de Meissen.;les-mangeurs-de-raisin_1752.jpg;Céramique, Sculpture, Rocaille, Porcelaine;612;408;20324
la-baigneuse_1757;53;la baigneuse;1757;Etienne Maurice Falconet;Louvre;;la-baigneuse_1757.jpg;Marbre, sculpture, rocaille;223;480;10756
l-amour-menacant_1757;54;L’amour menaçant;1757;Etienne Maurice Falconet;Louvre;;l-amour-menacant_1757.jpg;Marbre, sculpture, rocaille;390;607;24249
parc-monceau_1773-1778;55;Parc Monceau;1773-1778;;Paris;pour le duc de Chartres, Volonté de réunir dans un seul jardin des fabriques de tous les temps et tous les lieux (temples antique, moulin, pont, pagodes, naumachies, pyramide, obélisque). Les parisiens peuvent venir visiter.;parc-monceau_1773-1778.jpg;Jardin, architecture;800;532;137416
le-parasol_1777;56;Le parasol;1777;Francisco de Goya;Musée du Prado;Huile sur toile, carton de tapisserie pour le Palais du Prado. Joyeux, léger, colorén rocaille. Alors qu’au même moment, le néoclassique pop.;le-parasol_1777.jpg;Peinture, scène de genre, tapisserie;1400;970;202561
la-famille-de-charles-iv_1800;57;La famille de Charles IV,;1800;Francisco de Goya, Prado.;Musée du Prado;On montre la laideur parce qu’on montre la réalité. Bien loin de Charles Van Loo;la-famille-de-charles-iv_1800.jpg;Peinture, huile, portrait;960;801;134199
la-maja-desnuda_1800;58;la maja desnuda;1800;Francisco de Goya;Musée du Prado;commande privée. jugé obscène donc confisqué, on montre les poils pubiens. pas de réf mytho, regarde le spectateur, maja = figure typée de la société populaire.;la-maja-desnuda_1800.jpg;Peinture, huile, portrait;627;318;20009
portrait-de-marie-antoinette-avec-ses-enfants_1787;59;Portrait de Marie-Antoinette avec ses enfants;1787;Elisabeth Vigée le Brun, 1787, Versailles;Versailles;Intimité, mère de famille.;portrait-de-marie-antoinette-avec-ses-enfants_1787.jpg;Peinture, huile, portrait;1069;1400;264418
joueuse-de-tympanon_vers-1780;60;Joueuse de Tympanon;vers 1780;Roentgen et Kinzing,;Musée des arts et métiers;racheté par Marie Antoinette. l’automate joue vraiment la musique, bouge les bras et la tête ! Roentgen menuisier, kinzing horloger.;joueuse-de-tympanon_vers-1780.jpg;Jouet, musique, mobilier;1400;950;149468
le-hameau-de-la-reine_1783-1786;61;Le hameau de la reine,;1783-1786;;Versailles;Pour Marie-Antoinette, reconstitution d’un village normand, avec moulin, laiterie, tour, jardin à l’anglaise;le-hameau-de-la-reine_1783-1786.jpg;Architecture, jardin;1400;934;244977
cartel-d-applique_1730;62;Cartel d’applique;1730;Charles Cressent, François Audinet;Louvre;Style Régence, encore symétrique, bronze doré et ciselé, avec un amour en haut, repose sur un support d’applique comprenant une coquille. Horloger Audinet;cartel-d-applique_1730.jpg;Bronze, horlogerie, Régence,;480;640;31090
commode-au-singe_1745;63;Commode au singe;1745;Charles Cressent;Louvre;Encore style Régence, grande symétrie. Coquille ajourée en ceinture, singe qui fait de la balançoire au milieu, les liens de la balançoire tenus par des amours. Feuilles d’acanthes en chute, façade galbée, frisage.;commode-au-singe_1745.jpg;Mobilier, commode, Régence, bronze;915;634;75406
pelerinage-a-l-ile-de-cythere_1717;64;Pèlerinage à l'île de Cythère;1717;Antoine Watteau;Louvre;morceau de réception. titre de peintre de fêtes galantes. interprétation métaphorique de l’amour.;pelerinage-a-l-ile-de-cythere_1717.jpg;Rocaille, peinture, Huile, scène de genre;1280;839;316316
discours-prononces-dans-les-conferences-de-l-aca_1721;65;Discours prononcés dans les conférences de l’académie royale;1721;Antoine Coypel;;héritier de la tradition aca, note l’évolution du goût : “malgré les rares beautés qui s’y trouvent, les Rubens ont chassé les Poussin”;discours-prononces-dans-les-conferences-de-l-aca_1721.jpg;Citation, Rocaille;183;275;11121
commode-en-vernis-martin_1742;66;Commode en vernis martin;1742;Matthieu Criaerd;Louvre;pour Madame de Mailly. décor bleu sur fond blanc, bronze argenté. Arabesques, entrées de serrures asymétriques.;commode-en-vernis-martin_1742.jpg;Mobilier, Commode, Rocaille, bronze;640;480;44173
commode-laque-japonaise_1737;67;Commode laque japonaise;1737;Bernard van Riesen Burgh, Thomas-Joachim Hébert;Louvre;1er meuble royal plaqué de laque japonaise. pour le cabinet de la reine Marie Leszczynska à Fontainebleau, Cartouches rocaille mais symétrique;commode-laque-japonaise_1737.jpg;Mobilier, Commode, Rocaille, bronze;940;706;102292
commode-transition-de-madame-du-barry_1772;68;Commode Transition de madame du Barry;1772;Martin Carlin, Simon-Philippe Poirier;Louvre;plaques de porcelaine de Sèvres, décor galant de Pater. ressaut central;commode-transition-de-madame-du-barry_1772.jpg;Mobilier, Commode, Transition, bronze, porcelaine;711;550;82161
le-dejeuner_1739;69;Le déjeuner;1739;François Boucher;Louvre;Scène de genre intimiste, familial, cartel d’applique à la Cressent, lumière d’applique, trumeau avec paysage intégré, chocolat/café, magot.;le-dejeuner_1739.jpg;Peinture, Huile Scène de genre, Rocaille, Orient;1136;1400;251537
triomphe-de-venus_1740;70;triomphe de Vénus;1740;François Boucher;musée des beaux-arts de stockholm;prétexte mytho pour montrer des corps. Colorisme pastel. Pas de proportions idéales, noblesse distante des sculptures antiques : ce sont des femmes contemporaines habillées du nom d’une déesse.;triomphe-de-venus_1740.jpg;Peinture, Huile, Histoire, Rocaille,;1400;1117;244168
un-automne-pastoral_1749;71;Un automne pastoral;1749;François Boucher;The Wallace Collection;Fontaine Rocaille, poésie des ruines, couple galant, pasteur;un-automne-pastoral_1749.jpg;Peinture, Huile, Rocaille, Scène de genre;611;840;100797
le-repas-de-l-empereur-de-chine_1742;72;Le repas de l’empereur de Chine;1742;François Boucher;Musée des beaux-art de Besançon;Banquet en plein air avec la cour, Orient fantasmé. Carton de Tapisserie;le-repas-de-l-empereur-de-chine_1742.jpg;Tapisserie, Orient, Huile, peinture;1024;643;89798
odalisque-brune_1745;73;Odalisque brune;1745;François Boucher;Louvre;prétexte oriental, cascade de drapé, identité du modèle incertaine. turban, nombreuses étoffes, bijoux.;odalisque-brune_1745.jpg;Orient, Huile, peinture, Rocaille, portrait;828;640;69205
portrait-de-madame-de-pompadour_1756;74;portrait de madame de Pompadour;1756;François Boucher;Alte Pinakothek, Munich;Somptueuse robe de soie brodée, drapés, interrompt sa lecture, nombreuses fleurs. Portrait d’apparat. Petite table à ouvrage sauteuse;portrait-de-madame-de-pompadour_1756.jpg;Huile, peinture, Rocaille, portrait;395;506;37542
salon-ovale-de-l-hotel-de-rohan-soubise_1737-1740;75;Salon ovale de l’Hôtel de Rohan-Soubise;1737-1740;Germain Boffrand;Paris;Huiles de Charles Joseph Natoire, Van loo, Boucher. Ensemble décoratif : sculpture, mobilier, peinture, stucs blancs et dorés (anges, cartouches, coquilles), miroir. Peintures mytho sur la vie de Psyché petit format, intégrée au mur dans des cartouches mouvementés;salon-ovale-de-l-hotel-de-rohan-soubise_1737-1740.jpg;Huile, peinture, Rocaille, architecture;533;800;102368
la-maison-chinoise-du-chateau-de-sanssouci_1754-1764;76;La Maison chinoise du château de Sanssouci;1754-1764;Johann Gottfried Büring;Potsdam Prusse;Commande de Frédéric II de Prusse. Pavillon Rococo intégrant des figures inspirées du monde chinois, vision fantasmée. Figures dorées grandeur nature : musiciens, buveurs de thé. Colonne en forme de palmier. Intérieur peint de personnages qui regardent dans la pièce derrière une balustrade.;la-maison-chinoise-du-chateau-de-sanssouci_1754-1764.jpg;Architecture, Orient, Rocaille;1200;900;261701
eglise-de-pelerinage_1745-54;77;Église de pèlerinage;1745-54;Zimmermann;Wies;reprend le langage du grand décor baroque romain de Pierre de Cortone. (fusion des arts, grandes fresques illusionnistes, espace dynamique, goût du spectaculaire) mais ajout de légèreté, clarté. Rococo;eglise-de-pelerinage_1745-54.jpg;Architecture, Orient, Rocaille, fresque;865;1400;370613
le-verrou_1777;78;Le Verrou;1777;Jean Honoré Fragonard;Louvre;Violent, sensualité. moment suspendu, grande diagonale à la Rubens mais pour scène de genre, théâtralité de la draperie, scène avant viol ? clair obscur hérité du caravage;le-verrou_1777.jpg;Scène de genre, peinture, Huile, Rocaille, baroque;1280;1000;235331
le-feu-aux-poudres_1765;79;Le feu aux poudres;1765;Jean Honoré Fragonard;Louvre;femme offerte dans un abandon sensuel, entourée de putti jouent un rôle allégorique. titre = métaphore du désir amoureux qui embrase;le-feu-aux-poudres_1765.jpg;Scène de genre, peinture, Huile, Rocaille,;1400;1178;400741
portrait-de-l-abbe-saint-non_1769;80;portrait de l’abbé Saint-non;1769;Jean Honoré Fragonard;musée jacquemart andré;Fa presto (virtuosité de faire ça car visage saisi en quelque traits), tourbillon de couleur, touche visible, mouvement des vêtements, costume extravagant : portrait de fantaisie.;portrait-de-l-abbe-saint-non_1769.jpg;Portrait, peinture, Huile, Rocaille,;744;926;128906
combat-de-mars-contre-minerve_1771;81;Combat de Mars contre Minerve;1771;Jacques-Louis David;Louvre;Élève de Vien, fond vaporeux, n’a pas remporté le concours de Rome cette année;combat-de-mars-contre-minerve_1771.jpg;Histoire, peinture, Huile, Rocaille;800;615;108415
bureau-cartonnier_1757;82;bureau cartonnier;1757;Joseph Baumhauer;Chantilly;pour Lalive de Jully, Goût à la grecque qui dure de 1755-1775. Frise d’oves, de postes, pieds de lions, mufles, guirlandes. lignes droites.;bureau-cartonnier_1757.jpg;Mobilier, néoclassicisme, bronze;650;511;82254
boudoir-d-argent-de-marie-antoinette_1787;83;Boudoir d’argent de Marie Antoinette;1787;;Fontainebleau;Décor de murs peints, quasi pas de stucs, Fond doré/argenté clair, panneaux étroits rythmés de motifs légers grotesques (guirlandes, rubans, figures dansantes filiformes) + Adam Style (Fond d’aplat de couleur vive sur lequel on met des décors de stuc).;boudoir-d-argent-de-marie-antoinette_1787.jpg;Architecture, néoclassicisme;1400;1115;354758
petit-trianon_annees-1760;84;Petit Trianon;années 1760;Jacques Anges-Gabriel;Versailles;Plan simple et épuré, conçu pour être un espace de repos. 4 façades lisses, des pilastres colossaux corinthiens, des fenêtres encadrées, balustrade sans  sculpture, beaucoup d’élément mais sévérité;petit-trianon_annees-1760.jpg;Architecture, néoclassicisme;1400;1039;225194
l-eglise-sainte-genevieve-futur-pantheon_1757-1790;85;L’église sainte Geneviève (futur Panthéon);1757-1790;Germain Soufflot;Paris;Plan centré, coupole comme tempietto de Bramante.;l-eglise-sainte-genevieve-futur-pantheon_1757-1790.jpg;Architecture, néoclassicisme;960;721;150800
le-parnasse_1761;86;Le parnasse;1761;Raphael Mengs;villa Albani;fresque, clarté linéaire, composition en frise, refus de l’agitation baroque, reprise de l’apollon du Belvédère;le-parnasse_1761.jpg;Peinture, fresque, néoclassicisme;596;335;57012
caprice-architectural-avec-predicateur-dans-des-_1725-1730;87;Caprice architectural avec prédicateur dans des ruines romaines;1725-1730;Giovanni Paolo Panini;Louvre;Tempietto, obélisque, pyramide, colonnes soutenant entablement en ruine. Méditation sur les civilisations disparues, sublime, goût pour l’antiquité, exercice de liberté, commande du grand tour.;caprice-architectural-avec-predicateur-dans-des-_1725-1730.jpg;Peinture, huile, néoclassicisme, paysage, antiquité;589;810;77377
galerie-de-vues-de-la-rome-antique_1750-1760;88;Galerie de vues de la Rome antique;1750-1760;Giovanni Paolo Panini;Louvre;Le pendant est galerie de vues de la rome modernes. comprenant tableaux, bas-reliefs, sculptures, vases.. Inspiration des tableaux flamands du début XVII s, montrant des intérieurs de galerie privée, dans lesquels figurent les propriétaires des oeuvres présentées.;galerie-de-vues-de-la-rome-antique_1750-1760.jpg;Peinture, huile, néoclassicisme, Antiquité;1280;935;336942
la-marchande-d-amour_1763;89;la marchande d’amour;1763;Joseph Marie Vien;Fontainebleau;Reprise d’une fresque antique. pilastres, brûle parfum, tenue à l’antique, retour de la primauté du dessin. ça reste aguicheur.;la-marchande-d-amour_1763.jpg;Peinture, huile, scène de genre, néoclassicisme, Antiquité;1400;1121;241109
belisaire-demandant-l-aumone_1780;90;Bélisaire demandant l’aumône;1780;Jacques Louis David;Beaux-art de Lille;Il change depuis “Le combat de Mars contre Minerve” de 1771, il ajoute fond archi antique + rhétorique des gestes. C’est son morceau de réception.;belisaire-demandant-l-aumone_1780.jpg;Peinture, huile, néoclassicisme, Histoire;960;892;227894
le-serment-des-horaces_1785;91;Le serment des Horaces;1785;Jacques louis David;Louvre;Commande d’Angiviller;le-serment-des-horaces_1785.jpg;Peinture, huile, néoclassicisme, Histoire;1280;993;263103
helene-et-paris_1788;92;Hélène et Pâris;1788;Jacques louis David;Louvre;Scène de L’illiade d’Homère. Là c'est une scène galante.;helene-et-paris_1788.jpg;Peinture, huile, néoclassicisme, scène de genre;1400;946;238601
marat-assassine_1793;93;Marat assassiné;1793;Jacques louis David;Louvre;Actualité politique, caravagisme. + Serment du jeu de paume, grande toile inachevée.;marat-assassine_1793.jpg;Peinture, huile,;1088;1400;183621
l-enlevement-des-sabines_1799;94;L’enlèvement des Sabines;1799;Jacques louis David;Louvre;plaide la réconciliation, car avec chute de Robespierre il est mal vu. C’est pas vraiment le moment de l’enlèvement, c’est le moment de l’intervention : les femmes sabines, enlevées par les romains ont entre temps eu des enfants de leur ravisseurs. Quand les sabins attaquent rome, ce sont les femmes qui s’interposent entre les deux armées, en leur montrant les enfants;l-enlevement-des-sabines_1799.jpg;Peinture, huile, néoclassicisme, Histoire;1280;962;334636
portrait-de-madame-recamier_1800;95;Portrait de Madame Récamier;1800;Jacques louis David;Louvre;habillée à l’antique, méridienne, tabouret, candélabre. inspiré du mobilier pompéien;portrait-de-madame-recamier_1800.jpg;Peinture, huile, néoclassicisme, portrait;1280;912;249086
napoleon-franchissant-le-col-du-grand-saint-bern_1800-1802;96;Napoléon franchissant le col du grand saint Bernard;1800-1802;Jacques louis david;Louvre;propagande politique (conquérant, indique la voie), emprunts au baroque : diagonale, mouvement, drapé au vent, cheval cabré.;napoleon-franchissant-le-col-du-grand-saint-bern_1800-1802.jpg;Peinture, huile, néoclassicisme, portrait;1149;1400;281736
le-sacre-de-nap_1805-1807;97;Le sacre de Nap;1805-1807;Jacques Louis David;Louvre;Nombreux portraits;le-sacre-de-nap_1805-1807.jpg;Peinture, huile, portrait, Histoire;1280;796;288008
le-retour-de-marcus-sextus_1799;98;Le retour de Marcus sextus;1799;Pierre Narcisse Guérin;Louvre;exemplum virtutis, scène imaginée !;le-retour-de-marcus-sextus_1799.jpg;Peinture, huile, Histoire;1400;1257;244670
psyche-reanimee-par-le-baiser-de-l-amour_1793;99;Psyché réanimée par le baiser de l’amour;1793;Antonio Canova;Louvre;Psyché est sur le point de mourir par les effluves du flacon qu’elle ne devait pas ouvrir. L’amour se précipite pour la faire renaître. D’après les métamorphoses d’Apulée, 1er siècle Ap J.-C. illusion de la texture de la peau, jusqu’à la transparence des ailes.;psyche-reanimee-par-le-baiser-de-l-amour_1793.jpg;Sculpture, marbre, Histoire, néoclassicisme;1400;1400;190690
napoleon-sur-le-trone-imperial_1806;100;Napoléon sur le trône impérial;1806;Jean Auguste Dominique Ingres;Musée de l’armée, invalides;Mal accueilli, pas ressemblant, de face. Collier de la légion d’honneur, manteau d’hermine, couronne de laurier, abeilles, tapis avec aigle,;napoleon-sur-le-trone-imperial_1806.jpg;Peinture, huile, portrait, néoclassicisme;637;1032;169736
arc-de-triomphe-du-carrousel_1806-1810;101;Arc de triomphe du Carrousel;1806-1810;Charles Percier et Pierre Fontaine;Paris;Reprise arc de Constantin avec trois arches. médaillons figurant des empereurs romains, bas reliefs des victoires Nap;arc-de-triomphe-du-carrousel_1806-1810.jpg;Sculpture, Architecture, néoclassicisme;812;1000;175245
colonne-vendome-ou-colonne-de-la-grande-armee_1806;102;Colonne vendôme, ou colonne de la grande armée;1806;;Paris;reprend colonne trajane à Rome. frise narrative en spirale de bas relief;colonne-vendome-ou-colonne-de-la-grande-armee_1806.jpg;Bronze, néoclassicisme, architecture;196;663;23897
le-char-conduit-par-la-paix_1828;103;Le char conduit par la paix;1828;François-Joseph Bosio;Paris;commande de la Restauration, quadrige signifiant “C’est fini l’Empire c’est la paix maintenant. Avant on avait Chevaux de Saint-Marc de Venise (butin napoléonien, restitués en 1815);le-char-conduit-par-la-paix_1828.jpg;Bronze, néoclassicisme;1400;779;142796
temple-a-la-gloire-de-la-grande-armee-eglise-de-_1806;104;Temple à la gloire de la Grande Armée, (église de la Madeleine);1806;;Paris;Temple antique, reprise de la maison carrée de Nîmes. Péristyle, colonnes, fronton.;temple-a-la-gloire-de-la-grande-armee-eglise-de-_1806.jpg;Architecture, néoclassicisme;1400;933;251887
la-comtesse-d-haussonville_1845;105;la comtesse d’Haussonville;1845;Jean Auguste Dominique Ingres;Frick collection New york;ligne continue, parfaite, modelé subtil, touche imperceptible, détails minutieux, réalisme psychologique. pose pensive, regard intelligent, femme cultivée et élégante.;la-comtesse-d-haussonville_1845.jpg;Peinture, huile, portrait,;617;880;92736
le-voeu-de-louis-xiii_1824;106;Le voeu de Louis XIII;1824;Jean Auguste Dominique Ingres;Louvre;Reprise de la Madone sixtine de Raphaël. au même moment, massacres de Scio.;le-voeu-de-louis-xiii_1824.jpg;Peinture, huile, Histoire;354;564;37391
l-apotheose-d-homere_1827;107;l'apothéose d’Homère;1827;Jean Auguste Dominique Ingres;Louvre;Reprise de l’école D’athènes de Rap. Représente les intellectuels et artistes de l’antiquité ainsi que les modernes qui font de la ligne : Rap, Poussin. rejette le baroque et Rococo en ne les retenant pas.  Fait face à la mort de Sardanapale. Manifeste de la ligne.;l-apotheose-d-homere_1827.jpg;Peinture, huile, Histoire;518;386;49083
jeunes-grecs-faisant-battre-des-coqs_1846;108;jeunes grecs faisant battre des coqs;1846;Jean-léon Gérôme;Orsay;scène de genre antique ⇒ néo-grecs. légèreté. influence d’Ingres, ligne;jeunes-grecs-faisant-battre-des-coqs_1846.jpg;Peinture, huile, scène de genre, néo-grec;1280;888;263831
les-trois-graces_1831;109;Les trois grâces;1831;James Pradier;Louvre;transition entre néo et romantisme : sujet classique, technique et proportions classiques, mais retour de la sensualité. donc prétexte mytho;les-trois-graces_1831.jpg;Sculpture, marbre, néoclassicisme, romantisme;1024;1365;177795
napoleon-1er-en-empereur-romain_1863-1865;110;Napoléon 1er en Empereur Romain;1863-1865;Antoine Louis Barye;Orsay;Couronne laurier, dignité;napoleon-1er-en-empereur-romain_1863-1865.jpg;plâtre, néoclassicisme, sculpture;859;1400;200807
serre-bijoux-de-l-imperatrice-josephine-dit-gran_1809;111;Serre-bijoux de l’impératrice Joséphine, dit Grand écrin.;1809;Jacob-Desmalter, d’après Percier;Louvre;"Pour la chambre de l’impératrice aux Tuileries, acajou, amarante, loupe d’if. Répertoire décoratif lié à la toilette et parure, frise de colliers de perles, bagues, diadème.  Répertoire antique ; lit de repos, athénienne, palmette, frise d’oves, couronne de lauriers, amours.";serre-bijoux-de-l-imperatrice-josephine-dit-gran_1809.jpg;Mobilier, bronze, néoclassicisme;594;750;92374
medaille-en-bronze-la-salle-du-laocoon-au-musee-_1804;112;Médaille en bronze “la salle du Laocoon au musée Napoléon”;1804;;Louvre;Nap rpz de profil à l’antique avec couronne de laurier et de l’autre côté Laocoon avec d’autres oeuvres antiques. récupéré par Nap en Italie, Paris = nouvelle capitale des arts;medaille-en-bronze-la-salle-du-laocoon-au-musee-_1804.jpg;Néoclassicisme, bronze;640;480;85298
athenienne_1801-1804;113;Athénienne;1801-1804;Martin Guillaume Biennais, d’après charle s Percier;Louvre;plateau d’entretoise accueillant l’aiguière. If, argent et bronze. Forme antique, motif de cygnes, dauphins, pattes de lons, abeilles, frises de postes, palmette, chapiteau papyriforme.;athenienne_1801-1804.jpg;Néoclassicisme, bronze, mobilier, orfèvrerie;563;750;40527
pauline-borghese-en-venus-victrix_1804-1808;114;Pauline Borghèse en Vénus Victrix;1804-1808;Antonio Canova;galerie Borghèse, Rome;Mode de se représenter à l’antique : Vénus victrix = gagnante du jugement de Pâris, allongée sur méridienne antique, habillée à l’antique;pauline-borghese-en-venus-victrix_1804-1808.jpg;Sculpture, marbre, néoclassicisme, portrait;500;404;51994
l-histoire-du-romantisme_1872;115;l’Histoire du Romantisme;1872;Théophile Gautier;;“Le moyen-âge et L’Orient, voilà deux échappatoires”. la 2nd rép est trop uniformisée dans les produits, le néoc on en a fait le tour, le dépaysement est nécessaire, l’un temporel, l’autre géographique;l-histoire-du-romantisme_1872.jpg;Citation, littérature;830;1280;145369
officier-de-chasseur-a-cheval-chargeant_1812;116;officier de chasseur à cheval chargeant;1812;Théodore Géricault;Louvre;mouvement, diagonale, touche vaporeuse,mépris de l’exactitude anatomique et historique. Romantisme au service de l’épopée nap, portrait héroïque d’un inconnu contemporain. médaille d’or salon;officier-de-chasseur-a-cheval-chargeant_1812.jpg;Peinture, huile, Romantisme;960;1252;331558
la-charrette-de-foin_1824;117;la charrette de foin;1824;John Constable;National gallery Londres;salon de Paris.;la-charrette-de-foin_1824.jpg;Peinture, huile, paysage;1400;965;262300
le-radeau-de-la-meduse_1819;118;Le radeau de la méduse;1819;Théodore Géricault;Louvre;Première peinture romantique = (désastre contemporain, abandon de l’héroïsme, réalisme brutal donc pas d’idéalisation) avec anonyme, composition aca toutefois, clair obscur.;le-radeau-de-la-meduse_1819.jpg;Peinture, huile, Histoire, Romantisme;1280;874;319735
la-marseillaise_1836;119;la Marseillaise;1836;Jean François Rude;Arc de Triomphe de l’Etoile;Mouvement, Passion, élan, fureur, détermination, cri de guerre, déesse de la guerre, draperie volante.;la-marseillaise_1836.jpg;Sculpture, Architecture, Romantisme;1163;1400;566467
barque-de-dante_1822;120;Barque de Dante;1822;Eugène Delacroix;Louvre;Thème issu de la Divine comédie de Dante, poème XIV s. Virgile + Dante traversant le styx;barque-de-dante_1822.jpg;Peinture, huile, Romantisme, Histoire;1400;1049;182455
la-mort-de-sardanapale_1827;121;La mort de Sardanapale;1827;Eugène Delacroix;Louvre;de Lord Byron : sardanapalus, drame de 1822. scandale car chaos de la composition, absence de morale. sujet oriental neuf, pas de ligne, touche visible. grand sujet alors que non héroïque. Scandale pourtant reçoit plein de commande famille royale et d’Orléans;la-mort-de-sardanapale_1827.jpg;Peinture, huile, Romantisme, Histoire;915;721;101588
la-liberte-guidant-le-peuple_1830;122;La Liberté guidant le peuple;1830;Eugène Delacroix;Louvre;liberté non idéalisée, pieds nus, seins nus, aisselle visible;la-liberte-guidant-le-peuple_1830.jpg;Peinture, huile, Romantisme, Histoire;1280;1024;289938
le-chef-d-uvre-inconnu_1831;123;Le chef d'œuvre inconnu;1831;Honoré de Balzac;;nouvelle. Hésitation entre manière classique ou romantique, chaos de couleur, perte de sujet, désespoir, mort. débat ligne / dessin;le-chef-d-uvre-inconnu_1831.jpg;Littérature, Romantisme;638;1051;106004
apollon-vainqueur-du-serpent-python_1850-1851;124;Apollon vainqueur du serpent Python;1850-1851;Eugène Delacroix;Louvre;galerie d’apollon, Le romantisme côtoie le classique de Le Brun. Le romantisme a triomphé.;apollon-vainqueur-du-serpent-python_1850-1851.jpg;Peinture, huile, Romantisme, Histoire;387;516;68696
les-souffrances-du-jeune-werther_1774;125;les souffrances du jeune Werther;1774;Goethe;;(sturm und drang), roman, personnage dirigé par ses passions et pas par la raison, contraire à l’idéal néoclassique, amour impossible, se suicide.  Goethe a aussi écrit “voyage en italie” 1816 ⇒ inspiration pour les Nazaréens, retour à Rap et Renaissance. prône art moral, noble, intellectuel et littéraire.;les-souffrances-du-jeune-werther_1774.jpg;Littérature, Romantisme;638;1051;109243
hernani_1830;126;Hernani;1830;Victor Hugo;;drame romantique, libération de la règles de 3 unités (temps / lieu / action);hernani_1830.jpg;Littérature, Romantisme;303;500;18846
symphonie-fantastique_1830;127;symphonie fantastique;1830;Berlioz;;amour impossible, s’empoisonne à l’opium, cauchemar où il tue sa bien aimée, et assiste à son propre sabbat, leitmotiv pour la femme idéale;symphonie-fantastique_1830.jpg;Musique, Romantisme;400;396;44629
le-cauchemar_1790;128;Le cauchemar,;1790;Johann Heinrich Füssli;maison de Goethe, Francfort;fantastique, cauchemar, c’est lui qui initie le fantastique. Suisse naturalisé britannique;le-cauchemar_1790.jpg;Peinture, huile, Romantisme,;960;1206;290307
le-songe-d-ossian_1813;129;Le songe d’Ossian;1813;Ingres;Musée Ingres-Bourdelle;barde qui aurait vécu au III s, écrit poème en gaélique, traduit par écossais en 1760. Ossian endormi, voit en rêve les personnages qu’il a côtoyés;le-songe-d-ossian_1813.jpg;Peinture, huile, Romantisme, Histoire;960;1253;256014
great-red-dragon_1804-1810;130;Great Red Dragon;1804-1810;William Blake;;série de 4 aqua, illustrations de l’apocalypse pour illustrer la Bible, donc dragon terrifiant, fantastique.;great-red-dragon_1804-1810.jpg;Peinture, Aquarelle, dessin, romantisme;1083;1400;381552
saturne-devorant-ses-enfants_1821-23;131;Saturne dévorant ses enfants;1821-23;Francisco de Goya;Prado, Madrid;fresque transposée sur toile, folie, yeux exorbités, maison du sourd, scène de sabbat, violences. Théogonie Hésiode;saturne-devorant-ses-enfants_1821-23.jpg;fresque, peinture, huile;330;606;46698
voyageur-devant-la-mer-de-nuages_1818;132;voyageur devant la mer de nuages;1818;Caspar david Friedrich;kunsthalle Hambourg;sublime = émerveillement + terreur devant infini. solitude, contemplation, dépassement devant la nature, nature = manifestation du divin. la contemplation devient une expérience mystique. Edmund Burke “recherche philosophique sur l’origine de nos idées du sublime et du beau” 1757 ⇒ invente théorie du sublime. Le sublime c’est la sensation ressentie devant quelque chose de grandiose, qui dépasse l’entendement humain et qui mélange émerveillement + effroi + sentiment d’infini. L’h prend conscience de sa petitesse face à l’infini, mais s’élève spirituellement par cette prise de conscience;voyageur-devant-la-mer-de-nuages_1818.jpg;Peinture, huile, Romantisme, paysage;1093;1400;187693
le-voyageur_1878-1890;133;le voyageur;1878-1890;Jean Louis Ernest Meissonier;Orsay;cire, tissu et cuir. Interprété comme la un officier napoléonien en retraite après la campagne de Russie. Véritable tissu pour manteau et cuir pour rennes = soucis de réalisme. Sculpture préparatoire. Sujet tourmenté, lutte contre les éléments.;le-voyageur_1878-1890.jpg;Sculpture, Romantisme,;500;425;36102
