id;ligne;titre;date;artiste;lieu;image;tags;largeur;hauteur;octets
les-pestiferes-de-jaffa_1804;219;les pestiférés de Jaffa;1804;Antoine Jean Gros;Louvre;les-pestiferes-de-jaffa_1804.jpg;Peinture, huile, Orient, Histoire;1280;914;310196
voyage-dans-la-basse-et-haute-egypte_1802;220;Voyage dans la basse et haute Egypte;1802;Vivant Denon;;voyage-dans-la-basse-et-haute-egypte_1802.jpg;Littérature, Orient;515;388;41888
boudoir-turc-du-comte-d-artois_circa-1780;221;Boudoir Turc du comte d’Artois;Circa 1780;;Louvre;boudoir-turc-du-comte-d-artois_circa-1780.jpg;Mobilier, Orient;359;479;40529
tanagra_1890;222;Tanagra;1890;Jean-léon Gérôme;Orsay;tanagra_1890.jpg;Sculpture, marbre, Néo-grec, Portrait,;398;500;22122
cabaret-egyptien-de-l-empereur_1810;223;Cabaret Egyptien de l’empereur;1810;Sèvres, Béranger;Louvre;cabaret-egyptien-de-l-empereur_1810.jpg;céramique, porcelaine, Orient,;669;447;51021
la-grande-odalisque_1814;224;La grande odalisque;1814;Jean Auguste Dominique Ingres;Louvre;la-grande-odalisque_1814.jpg;Peinture, Huile, Orient, scène de genre;1280;714;193404
chefs-de-tribus-arabes-se-defiant-en-combat-sing_1852;225;chefs de tribus arabes se défiant en combat singulier sous les remparts d’une ville;1852;Théodore Chassériau;Orsay;chefs-de-tribus-arabes-se-defiant-en-combat-sing_1852.jpg;Peinture, Huile, Orient, Romantisme;850;656;121958
les-massacres-de-scio_1824;226;les massacres de Scio;1824;Eugène Delacroix;;les-massacres-de-scio_1824.jpg;Peinture, Huile, Orient, Romantisme;960;1140;270826
chevaux-arabes-se-battant-dans-une-ecurie_1860;227;chevaux arabes se battant dans une écurie;1860;Eugène Delacroix;Orsay;chevaux-arabes-se-battant-dans-une-ecurie_1860.jpg;Peinture, Huile, Orient, Romantisme, Animaux;1095;850;172379
femmes-d-alger-dans-leur-appartement_1833;228;Femmes d’Alger dans leur appartement;1833;Eugène Delacroix;Louvre;femmes-d-alger-dans-leur-appartement_1833.jpg;Peinture, Huile, Orient, Romantisme, Scène de genre;960;746;180378
prise-de-la-smala-d-abd-del-kader_1843;229;prise de la smala D’abd del Kader;1843;Horace Vernet;Versailles;prise-de-la-smala-d-abd-del-kader_1843.jpg;Peinture, Huile, Orient, Histoire;1400;310;96255
vase-egyptien_1804-1806;230;Vase égyptien;1804-1806;Manufacture de vernis sur métaux;Louvre;vase-egyptien_1804-1806.jpg;Orient;460;650;56432
dejeuner-chinois-reticule-de-la-reine-marie-amel_1840;231;Déjeuner “chinois réticulé” de la reine Marie-Amélie;1840;Sèvres;Louvre;dejeuner-chinois-reticule-de-la-reine-marie-amel_1840.jpg;Porcelaine, céramique, orient;480;351;30325
coupe-des-vendanges_1844;232;Coupe des vendanges;1844;François-Désiré Froment Meurice;Louvre;coupe-des-vendanges_1844.jpg;orfèvrerie, néo-gothique, néo-renaissance, Romantisme, animaux;400;510;25389
vase-de-la-renaissance_1835;233;Vase de la Renaissance;1835;Claude Aimé Chenavard, Sèvres;Louvre;vase-de-la-renaissance_1835.jpg;Porcelaine, céramique, bronze, néo-renaissance;929;1400;213979
coffret-a-bijoux-de-la-duchesse-de-berry_1829;234;Coffret à bijoux de la Duchesse de Berry;1829;Sèvres;Louvre;coffret-a-bijoux-de-la-duchesse-de-berry_1829.jpg;Porcelaine, céramique, bronze, néo-gothique;703;532;67183
grand-vase-medicis_1826;235;Grand vase Médicis;1826;Sèvres;Louvre;grand-vase-medicis_1826.jpg;Porcelaine, céramique, bronze, néoclassicisme;501;640;49152
olympia_1865;236;Olympia;1865;Edouard Manet;Orsay;olympia_1865.jpg;Impressionnisme, portrait, Scène de genre, Huile, Peinture;1200;630;124407
cafe-de-nuit_1888;237;café de nuit;1888;Vincent Van Gogh;yale university art galery.;cafe-de-nuit_1888.jpg;Post-impressionnisme, scène de genre, Huile, peinture;1400;1105;331842
nuit-etoilee_1889;238;Nuit étoilée;1889;Vincent Van Gogh;Museum of modern art, New york;nuit-etoilee_1889.jpg;Post-impressionnisme, paysage, Huile, peinture;1280;1014;473742
la-table-de-cuisine_1888-1890;239;La table de cuisine;1888-1890;Paul Cézanne;Orsay;la-table-de-cuisine_1888-1890.jpg;Huile, peinture, post-impressionnisme, cubisme, nature morte;850;684;133573
portrait-d-ambroise-vollard_1899;240;portrait d’Ambroise Vollard;1899;Paul Cézanne;Petit palais;portrait-d-ambroise-vollard_1899.jpg;Huile, peinture, post-impressionnisme, cubisme, portrait;1136;1400;283708
montagne-sainte-victoire_1904;241;Montagne Sainte Victoire;1904,;Paul Cézanne;Philadelphia museum of Art;montagne-sainte-victoire_1904.jpg;Huile, peinture, post-impressionnisme, cubisme, paysage;1280;1016;403735
les-grandes-baigneuses_1906;242;Les grandes baigneuses;1906;Paul Cézanne;Philadelphia Museum of Art;les-grandes-baigneuses_1906.jpg;Huile, peinture, post-impressionnisme, cubisme, paysage, scène de genre;330;279;37850
portrait-d-emile-zola_1868;243;Portrait d’Emile Zola;1868;Edouard Manet;Orsay;portrait-d-emile-zola_1868.jpg;Huile, peinture, impressionnisme, scène de genre, portrait, japonisme;389;500;36655
villa-majorelle_1901-1902;244;Villa Majorelle;1901-1902;Henri Sauvage;Nancy;villa-majorelle_1901-1902.jpg;Architecture, Art nouveau;1200;889;211521
absinthe-robette_1896;245;Absinthe Robette;1896;Henri Privat-Livemont;;absinthe-robette_1896.jpg;Affiche, Art nouveau;379;527;49964
la-joie-de-vivre_1906;246;La joie de Vivre;1906;Victor Prouvé;Musée des beaux-arts de Nancy;la-joie-de-vivre_1906.jpg;Huile, peinture, scène de genre, Art nouveau;700;314;40693
entree-du-metropolitain_1900;247;entrée du métropolitain;1900;Hector Guimard;Paris;entree-du-metropolitain_1900.jpg;Urbanisme, fer, Art nouveau;330;419;57064
service-rousseau_1866;248;Service Rousseau;1866;Félix Bracquemond, Creil et Montereau;MADD;service-rousseau_1866.jpg;céramique, faïence, japonisme;600;436;48495
peacock-room_1876-77;249;Peacock Room;1876-77;James McNeill Whistler;freer galley of art, Washington DC;peacock-room_1876-77.jpg;Art nouveau, esthétisme;1280;759;288170
homme-accroupi-mangeant-des-prunes_xixs;250;homme accroupi mangeant des prunes;XIXs;Netsuke;Louvre;homme-accroupi-mangeant-des-prunes_xixs.jpg;Japonisme, ivoire;331;355;10340
madame-monet-en-costume-japonais_1876;251;Madame Monet en costume japonais;1876;Claude Monet;musée des Beaux - Arts de Boston;madame-monet-en-costume-japonais_1876.jpg;Huile, peinture, japonisme, portrait;850;1400;220077
le-peignoir_1892;252;le peignoir;1892;Pierre Bonnard;Orsay;le-peignoir_1892.jpg;Huile, peinture, japonisme;348;1000;112263
36-vues-de-la-tour-eiffel_1888-1902;253;36 vues de la tour eiffel;1888-1902;Henri rivière;;36-vues-de-la-tour-eiffel_1888-1902.jpg;Estampes, lithographie, japonisme;600;483;48018
le-pere-tanguy_1887;254;Le père Tanguy;1887;Vincent Van Gogh;musée Rodin;le-pere-tanguy_1887.jpg;Portrait, peinture, huile, post-impressionnisme, japonisme;800;1008;201070
restaurant-de-la-machine-a-bougival_1905;255;Restaurant de la Machine à Bougival;1905;Maurice de Vlaminck;Orsay;restaurant-de-la-machine-a-bougival_1905.jpg;peinture, huile, paysage, fauvisme;850;613;164139
maison-de-l-art-nouveau_1895;256;maison de l’art Nouveau;1895;Siegfried Bing;Paris;maison-de-l-art-nouveau_1895.jpg;Art nouveau, japonisme;402;497;41060
le-japon-artistique_1888-1891;257;Le japon artistique;1888 -1891;Siegfried Bing;;le-japon-artistique_1888-1891.jpg;Littérature, Japonisme;960;1298;214381
rythme-n-1_1938;258;Rythme N°1;1938;Robert Delaunay;Musée d’art moderne Paris;rythme-n-1_1938.jpg;Peinture, huile, orphisme;960;873;179874
louis-xiv-en-costume-de-sacre_1701;259;Louis XIV en costume de sacre;1701;Hyacinthe Rigaud;Louvre;louis-xiv-en-costume-de-sacre_1701.jpg;Huile, peinture, portrait;960;1338;328489
autoportrait-en-bugatti-verte_1929;260;Autoportrait en bugatti verte;1929;Tamara de Lempicka;collection privée;autoportrait-en-bugatti-verte_1929.jpg;Huile, peinture, portrait, art déco;386;518;35874
affiche-de-la-compagnie-generale-transatlantique_1935;261;affiche de la compagnie générale transatlantique;1935;A.M Cassandre;;affiche-de-la-compagnie-generale-transatlantique_1935.jpg;Affiche, Art déco;875;1400;102336
bouchon-de-radiateur-modele-victoire_1929-1939;262;bouchon de radiateur, modèle “Victoire”;1929-1939;Lalique;;bouchon-de-radiateur-modele-victoire_1929-1939.jpg;Verre, Art déco;1400;789;141960
assiette-modele-palme_1929;263;Assiette modèle “palme”;1929;Suzanne Lalique pour la manufacture Haviland à Limoges;MADD;assiette-modele-palme_1929.jpg;Céramique, art déco, porcelaine;582;585;40407
vase-ovoide-a-palmettes-stylisees-plume-de-paon_1925;264;Vase Ovoïde à palmettes stylisées “plume de paon”;1925;Daum;;vase-ovoide-a-palmettes-stylisees-plume-de-paon_1925.jpg;Verre, art déco;681;866;65847
femme-aux-levriers_entre-1920-et-19;265;femme aux lévriers;entre 1920 et 1930;Demeter Chiparus;;femme-aux-levriers_entre-1920-et-19.jpg;Bronze, ivoire, sculpture, art déco, mode;1280;1006;89506
magazine_fevrier-1928;266;Magazine;février 1928.;Vogue;;magazine_fevrier-1928.jpg;Littérature, mode, art déco;989;1400;204165
portail-aux-danseurs_1925;267;Portail “aux danseurs”;1925;Edgar Brandt;;portail-aux-danseurs_1925.jpg;fer, Art déco;800;1062;232798
soupiere-et-presentoir_1925;268;soupière et présentoir;1925;Jean Puiforcat;Centre Pompidou;soupiere-et-presentoir_1925.jpg;Orfèvrerie, Art déco;800;465;40845
facade-du-theatre-des-folies-bergeres_1926-a-1928;269;Façade du théâtre des folies bergères;1926 à 1928;Maurice Picaud;Paris;facade-du-theatre-des-folies-bergeres_1926-a-1928.jpg;Art déco, Architecture, mode;398;502;49174
commode-au-char_c-1930;270;Commode au char;C. 1930;Jacques-Emile Ruhlmann;musée des années 30, Boulogne Billancourt.;commode-au-char_c-1930.jpg;Mobilier, bois, ébène, ivoire, art déco;915;686;71875
chiffonnier-anthropomorphe_1925;271;chiffonnier anthropomorphe;1925;André Groult;MAAD;chiffonnier-anthropomorphe_1925.jpg;Ivoire, mobilier, bois, acajou, art déco;301;471;17912
vase-ovoide_vers-1935;272;Vase ovoïde;vers 1935;Jean Dunand;musée d’art moderne, Paris;vase-ovoide_vers-1935.jpg;Dinanderie, Abstraction, orient,;330;628;34314
paravent-fortissimo_1925;273;Paravent Fortissimo;1925;Jean Dunand;Metropolitan museum, New York;paravent-fortissimo_1925.jpg;orient, mobilier, art déco, bois;1400;1147;176305
chaise-longue_1925;274;Chaise longue;1925;Armand-Albert Rateau;MADD;chaise-longue_1925.jpg;Antiquité, orient, bronze, siège, mobilier, art déco;632;316;25552
lampe-de-bureau-modele-n144_1928;275;Lampe de bureau modèle n144;1928;Jean Perzel;;lampe-de-bureau-modele-n144_1928.jpg;Bronze, verre, art déco, mobilier, luminaire;1400;1400;42731
jazz_1943;276;Jazz;1943;Henri Matisse;Centre Pompidou;jazz_1943.jpg;Peinture, gouache,;900;530;55929
chapelle-du-rosaire_1949-1951;277;Chapelle du Rosaire;1949-1951;Henri Matisse;Vence;chapelle-du-rosaire_1949-1951.jpg;architecture, vitrail, céramique;539;360;30339
livres_1924;278;Livres;1924;Alexander Rodtchenko;;livres_1924.jpg;Russie, Affiche, photographie, constructivisme;1400;1025;170583
l-ouvrier-et-la-kolkhozienne_1937;279;L’ouvrier et la kolkhozienne;1937;Vera Moukhina;pavillon de l’URSS, Exposition internationale des arts et des techniques appliqués à la vie moderne 1937;l-ouvrier-et-la-kolkhozienne_1937.jpg;Sculpture, russie, réalisme social;229;400;14380
fauteuil-rouge-et-bleu_1917-1923;280;fauteuil rouge et bleu;1917-1923;Gerrit Rietveld;Centre Pompidou;fauteuil-rouge-et-bleu_1917-1923.jpg;Mobilier, siège, De stijl, bois;1183;1400;171979
fauteuil-wassily_1925-1926;281;Fauteuil Wassily;1925-1926;Marcel Breuer;centre Pompidou;fauteuil-wassily_1925-1926.jpg;Mobilier, siège, modernisme, acier, cuir Bauhaus;776;728;50055
chaise-cantilever_1926;282;Chaise Cantilever;1926;Mart Stam;;chaise-cantilever_1926.jpg;Bauhaus, acier, Mobilier, siège, modernisme;1400;1400;79997
fauteuil-lc4_1928;283;Fauteuil LC4;1928;Charlotte Perriand, Le Corbusier;musée des années 30;fauteuil-lc4_1928.jpg;Mobilier, siège, Acier, modernisme;439;285;25264
chaise-africaine_1921;284;Chaise africaine;1921;Gunta Stölzl, Marcel Breuer;;chaise-africaine_1921.jpg;Tissu, orient, siège, mobilier, bauhaus;492;768;46071
pavillon-allemand-de-l-exposition-internationale_1929;285;Pavillon allemand de l’exposition internationale de Barcelone 1929;1929;Mies Van der Rohe;Barcelone;pavillon-allemand-de-l-exposition-internationale_1929.jpg;Modernisme, bauhaus, architecture;1400;937;175310
theiere-mt-49_1924;286;Théière MT 49;1924;Marianne Brandt;Museum of modern art, New york;theiere-mt-49_1924.jpg;Acier, ébène, modernisme, art de la table, bauhaus;512;512;25271
paravent-screen-100_1936;287;paravent screen 100;1936;Alvar Aalto;;paravent-screen-100_1936.jpg;Bois, mobilier, modernisme;489;495;40260
fauteuil-egg_1958;288;fauteuil Egg;1958;Arne Jacobsen;;fauteuil-egg_1958.jpg;Mobilier, siège, modernisme milieu de siècle cuir, plastique;1400;913;66254
couverts-aj_1958;289;Couverts AJ;1958;Arne Jacobsen;;couverts-aj_1958.jpg;Arts de la table, acier, modernisme;300;517;24458
chaise-barcelona_1929;290;chaise Barcelona;1929;Mies Van der Rohe;;chaise-barcelona_1929.jpg;Acier, cuir, modernisme, Siège, Mobilier,;819;819;53288
exposition-internationale-des-arts-et-techniques_1937;291;Exposition internationale des arts et techniques appliqués la vie moderne;1937;;Paris;exposition-internationale-des-arts-et-techniques_1937.jpg;modernisme,;250;159;18137
chaise-a-dossier-en-anneaux_vers-1930;292;chaise à dossier en anneaux;vers 1930;Victor Courtray;;chaise-a-dossier-en-anneaux_vers-1930.jpg;Mobilier, siège, régionalisme;318;429;20476
villa-savoye_1929-1931;293;Villa Savoye;1929 -1931;Le Corbusier;;villa-savoye_1929-1931.jpg;Architecture, modernisme;1400;878;212297
sans-titre_1923-1983;294;;1923 - 1983;Salon des arts ménagers;Paris;sans-titre_1923-1983.jpg;Mobilier;1400;1042;327330
fauteuil-lounge_1956;295;Fauteuil lounge;1956;Charles Eames et Ray Eames;MOMA;fauteuil-lounge_1956.jpg;Mobilier, siège, bois, cuir, modernisme milieu de siècle;1400;1400;235191
tulip-chair_1956;296;Tulip chair;1956;Eero Saarinen;centre Pompidou;tulip-chair_1956.jpg;Mobilier, siège, plastique, modernisme milieu de siècle;1400;1400;39698
tabouret-berger_1953;297;tabouret berger;1953;Charlotte perriand;;tabouret-berger_1953.jpg;Mobilier, siège, bois, modernisme milieu de siècle;1400;1397;92285
fauteuil-lc4_1940;298;Fauteuil LC4;1940;Charlotte Perriand;;fauteuil-lc4_1940.jpg;Mobilier, siège, bois, modernisme milieu de siècle, japonisme;765;550;41801
chaise-bauche_annees-1950;299;chaise Bauche;années 1950;Charlotte Perriand;;chaise-bauche_annees-1950.jpg;Mobilier, siège, bois, modernisme milieu de siècle, régionalisme;495;727;33445
chaise-standard_1950;300;Chaise standard;1950;Jean Prouvé;MADD;chaise-standard_1950.jpg;Mobilier, siège, modernisme milieu de siècle;414;552;12807
table-compas_1948;301;Table Compas;1948;Jean Prouvé;MADD;table-compas_1948.jpg;Mobilier, acier, modernisme milieu de siècle;1400;934;65783
chaise-polyprop_1962-1963;302;Chaise Polyprop;1962-1963;Robin Day;;chaise-polyprop_1962-1963.jpg;Mobilier, siège, modernisme milieu de siècle;599;800;19432
fabricant-de-mobilier-design_1938;303;Fabricant de mobilier design;1938;Florence Knoll;;fabricant-de-mobilier-design_1938.jpg;Mobilier, modernisme milieu de siècle;560;254;8387
ball-clock_1948;304;Ball Clock;1948;Georges Nelson;;ball-clock_1948.jpg;Mobilier, modernisme milieu de siècle, horlogerie;1300;1300;65795
table-basse-noguchi_1947;305;table basse Noguchi;1947;Isamu Noguchi;Centre Pompidou;table-basse-noguchi_1947.jpg;Mobilier, modernisme milieu de siècle, bois, sculpture, japonisme;1400;756;76084
lampe-akari_1951;306;Lampe Akari;1951;Isamu Noguchi;MADD;lampe-akari_1951.jpg;Mobilier, modernisme milieu de siècle, bois, sculpture, japonisme, luminaire;800;800;32439
radio-tourne-disque_1956;307;Radio Tourne-disque;1956;Dieter Rams;Centre Pompidou;radio-tourne-disque_1956.jpg;bois, plastique;800;599;35089
buffet-en-marqueterie-de-paille_1947;308;Buffet en Marqueterie de paille;1947;Jean Royère;MADD;buffet-en-marqueterie-de-paille_1947.jpg;Mobilier, modernisme milieu de siècle, régionalisme;1400;730;150129
chaise-panton_1958;309;chaise Panton;1958;Verner Panton;centre Pompidou;chaise-panton_1958.jpg;pop art, Mobilier, chaise, plastique, Design 60-80;1000;1000;30354
chaise-tongue_1963;310;chaise Tongue;1963;Pierre Paulin;;chaise-tongue_1963.jpg;Mobilier, Siège, plastique, Design 60-80;500;500;13313
canape-bocca_1970;311;Canapé Bocca;1970;Salvador Dali;musée Salvador Dali;canape-bocca_1970.jpg;Mobilier, Siège, plastique, Design 60-80, surréalisme;1400;895;85914
siege-sacco_1968;312;Siège Sacco;1968;Gatti, Paolini, Teodoro;centre pompidou;siege-sacco_1968.jpg;Mobilier, Siège, plastique, Design 60-80,;1080;1080;40663
siege-sella_1957;313;Siège Sella;1957;Achille Castiglioni;centre pompidou;siege-sella_1957.jpg;Mobilier, Siège, plastique, Design 60-80,;599;800;14842
componibili_1967;314;Componibili;1967;Anna Castelli Ferrieri;;componibili_1967.jpg;Mobilier, plastique, Design 60-80,;447;447;10960
lampe-astro_1963;315;Lampe Astro;1963;Walker;;lampe-astro_1963.jpg;Pop Art, mobilier, luminaire, plastique, Design 60-80;840;840;80416
rhinocretaire-ii_1966;316;Rhinocrétaire II;1966;François Xavier Lalanne;MADD;rhinocretaire-ii_1966.jpg;Sculpture, animaux, mobilier;1400;1400;156047
table-t21_c1970;317;Table T21;c1970;Pierre Chapo;;table-t21_c1970.jpg;Mobilier, Bois, Design 60-80;514;405;20998
free-edge-table_1958;318;Free edge table;1958;Georges Nakashima;;free-edge-table_1958.jpg;Mobilier, Bois, Design 60-80;447;447;17728
chaise-prince-imperial_1985;319;Chaise prince Impérial;1985;Elisabeth Garouste, Mattia Bonetti;;chaise-prince-imperial_1985.jpg;Mobilier, siège Bois, Design 60-80, orient;649;1070;96086
fauteuil-louis-ghost_2001;320;Fauteuil Louis Ghost;2001;Philippe Starck;Centre Pompidou;fauteuil-louis-ghost_2001.jpg;Mobilier, siège, plastique, Néo Louis XVI postmodernisme;1049;1400;64194
table-basse-attila_1999;321;Table basse Attila;1999;Philippe Starck;MADD;table-basse-attila_1999.jpg;Mobilier, siège, plastique, postmodernisme;426;498;22346
bibliotheque-carlton_1983;322;Bibliothèque Carlton;1983;Ettore Sottsass;MADD;bibliotheque-carlton_1983.jpg;Mobilier, Postmodernisme;1400;1400;116698
lampe-tahiti_1981;323;lampe Tahiti;1981;Ettore Sottsass;MADD;lampe-tahiti_1981.jpg;Mobilier, Postmodernisme, luminaire;1080;1080;52035
motif-gabon_1981;324;motif gabon;1981;Nathalie du Pasquier;Metropolitan museum;motif-gabon_1981.jpg;Orient, Postmodernisme;454;600;117384
vente-collection-dessin_1741;325;Vente collection dessin;1741;Pierre Crozat;Paris;vente-collection-dessin_1741.jpg;Dessin, littérature;302;500;27642
vite_1560;326;Vite;1560;Vasari;;vite_1560.jpg;Dessin, citation, littérature;960;1280;421929
portrait-de-louis-xv-enfant_1720;327;Portrait de Louis XV enfant;1720;Rosalba Carriera;Versailles;portrait-de-louis-xv-enfant_1720.jpg;Dessin, pastel, portrait, Rocaille;483;600;33966
portrait-de-madame-de-pompadour_1749-1755;328;Portrait de Madame de Pompadour;1749-1755;Maurice Quentin de la Tour;Louvre;portrait-de-madame-de-pompadour_1749-1755.jpg;Dessin, pastel, portrait, estampes;960;1319;305409
autoportrait-a-l-index-ou-autoportrait-en-rieur_1737;329;autoportrait à l’index ou “autoportrait en rieur”;1737;Maurice Quentin de la Tour;Louvre;autoportrait-a-l-index-ou-autoportrait-en-rieur_1737.jpg;Pastel, dessin, portrait;531;640;41734
descriptions-des-plantes-de-l-amerique_1693;330;Descriptions des plantes de l’Amérique;1693;Charles Plumier;;descriptions-des-plantes-de-l-amerique_1693.jpg;Dessin, estampes;736;1156;113072
paysage-avec-riviere-et-pont_1676;331;paysage avec rivière et pont;1676;Louis dauphin;;paysage-avec-riviere-et-pont_1676.jpg;Dessin;1400;732;232529
danseuse-au-repos_1885;332;Danseuse au repos;1885;Edgar Degas;;danseuse-au-repos_1885.jpg;dessin, pastel, impressionnisme;1227;1260;301799
etude-de-mains-de-femme-sur-papier-prepare_1490;333;étude de mains de femme sur papier préparé;1490;Léonard de Vinci;Royal Collection;etude-de-mains-de-femme-sur-papier-prepare_1490.jpg;Dessin, Renaissance;730;1042;103388
femme-nue-allongee_1740;334;Femme nue allongée;1740;François Boucher;collection privée;femme-nue-allongee_1740.jpg;Dessin, rocaille;541;369;24347
carnets-de-dessins_1832;335;carnets de dessins;1832;Eugène Delacroix;;carnets-de-dessins_1832.jpg;Dessin, orient, littérature;1000;737;226481
dessins-parietaux-d-aurochs_v-17-000-av-j-c;336;dessins pariétaux d’aurochs;V. 17 000 av J.-C.;Grottes de Lascaux;Lascaux;dessins-parietaux-d-aurochs_v-17-000-av-j-c.jpg;Dessin, préhistoire, animaux;1400;388;147119
l-araignee-qui-pleure-serie-des-noirs_1881;337;l’araignée qui pleure, série des “Noirs”;1881;Odilon Redon;collection privée;l-araignee-qui-pleure-serie-des-noirs_1881.jpg;Dessin, Symbolisme, animaux;620;824;158601
shark_2013;338;Shark;2013;Robert Longo;;shark_2013.jpg;Dessin, animaux;1400;934;82551
la-famille-forestier_1806;339;La Famille Forestier;1806;Jean Auguste Dominique Ingres;Louvre;la-famille-forestier_1806.jpg;Dessin, portrait, néoclassicisme;1000;765;177780
autoportrait-a-la-bouche-ouverte_1628-1629;340;Autoportrait à la bouche ouverte;1628-1629;Rembrandt;British Museum;autoportrait-a-la-bouche-ouverte_1628-1629.jpg;Dessin, portrait;750;979;194105
tournevis-serie-des-hourloupes_1962;341;Tournevis, série des Hourloupes;1962;Jean Dubuffet;centre pompidou;tournevis-serie-des-hourloupes_1962.jpg;Dessin;625;800;27559
calendrier-des-tres-riches-heures-du-duc-de-berr_1412-1416;342;calendrier des très riches heures du duc de Berry;1412-1416;Frères Limbourg;Musée condé, Chantilly;calendrier-des-tres-riches-heures-du-duc-de-berr_1412-1416.jpg;Dessin, Moyen-age, littérature;844;1400;311078
les-dessins-de-lumiere_1949;343;Les dessins de lumière;1949;Gjon Mili, Picasso;;les-dessins-de-lumiere_1949.jpg;Dessin, photographie;789;1024;117175
dessins-du-metro-new-yorkais_1980-1985;344;dessins du métro new-yorkais;1980-1985;Keith Haring;New-york;dessins-du-metro-new-yorkais_1980-1985.jpg;Dessin;1400;928;257002
series-des-ipad-drawings_depuis-2009;345;séries des Ipad Drawings;depuis 2009;David Hockney;;series-des-ipad-drawings_depuis-2009.jpg;Dessin, paysage;1400;875;196525
flambeau_vers-1740;346;Flambeau;vers 1740;Juste Aurèle Meissonnier;;flambeau_vers-1740.jpg;Dessin, estampe, Rocaille;303;450;16545
saliere-poivriere-de-francois-1er_1540-1543;347;salière-poivrière de François 1er;1540-1543;Benvenuto Cellini;musée d’Histoire de l’art de Vienne;saliere-poivriere-de-francois-1er_1540-1543.jpg;Orfèvrerie, ébène, maniérisme, art de la table, émail;1400;1214;284589
aiguiere-et-bassin-dits-de-charles-quint_1558-1559;348;Aiguière et bassin dits de Charles Quint;1558-1559;Peeter de Weent;Louvre;aiguiere-et-bassin-dits-de-charles-quint_1558-1559.jpg;Orfèvrerie, émail, Renaissance, art de la table;627;463;50380
aiguiere-ornementale_vers-1570;349;Aiguière ornementale;vers 1570;Wenzel Jamnitzer;résidence de Munich, Allemagne.;aiguiere-ornementale_vers-1570.jpg;Sculpture, orfèvrerie, maniérisme, Arts de la table, animaux;385;575;38230
reliquaire-de-sainte-foy_v-xvi;350;Reliquaire de sainte Foy;V-XVI;;Abbatiale Sainte Foy à Conques;reliquaire-de-sainte-foy_v-xvi.jpg;orfèvrerie, émail, glyptique, Moyen-age;785;1000;185775
aigle-de-suger_vers-1130-1140;351;Aigle de Suger;vers 1130-1140;;Louvre;aigle-de-suger_vers-1130-1140.jpg;Orfèvrerie, moyen-age, antiquité;517;691;48365
mobilier-d-argent-massif-de-louis-xiv_annees-1680;352;Mobilier d’argent massif de Louis XIV;années 1680;Claude Ballin Charles Le Brun;;mobilier-d-argent-massif-de-louis-xiv_annees-1680.jpg;Orfèvrerie, mobilier;800;445;67994
saliere-poivriere-du-service-penthievre-orleans_1734-1740;353;salière-poivrière du service Penthièvre-Orléans;1734-1740;Thomas Germain;Louvre;saliere-poivriere-du-service-penthievre-orleans_1734-1740.jpg;orfèvrerie, animaux, art de la table, rocaille;1195;697;117292
candelabre_1734-1735;354;Candélabre;1734-1735;Claude Duvivier, Juste-Aurèle Meissonnier;MADD;candelabre_1734-1735.jpg;Orfèvrerie, Rocaille;929;1400;148949
surtout-du-duc-de-bourbon_1736;355;Surtout du duc de Bourbon;1736;Jacques Röettiers;Louvre;surtout-du-duc-de-bourbon_1736.jpg;Orfèvrerie, rocaille, art de la table, animaux, sculpture;1107;775;129710
boite-a-priser_1766-67;356;Boite à priser;1766–67;Robert Joseph Auguste;Metropolitan museum New-York;boite-a-priser_1766-67.jpg;Orfèvrerie, néoclassicisme;927;612;116603
rafraichissoir_1819-1823;357;Rafraichissoir;1819-1823;Jean-Baptiste-Claude Odiot;MADD;rafraichissoir_1819-1823.jpg;Orfèvrerie, néoclassicisme, art de la table;1321;1400;170175
collier-alternant-navettes-en-or-et-boules-en-ve_v-iv-av-j-c-xix;358;Collier alternant navettes en or et boules en verre et lapis bleu;V-IV av. J.-C, XIX;Castellani;Louvre;collier-alternant-navettes-en-or-et-boules-en-ve_v-iv-av-j-c-xix.jpg;Bijoux, néo-grec, antiquité;510;574;24638
chapelet-a-grains-en-ivoire_avant-1856;359;Chapelet à grains en ivoire;avant 1856;;Louvre;chapelet-a-grains-en-ivoire_avant-1856.jpg;Bijoux, ivoire, sculpture;316;522;13223
pendentif-vaisseau_xvi-siecle;360;Pendentif vaisseau;XVI siècle;;Louvre;pendentif-vaisseau_xvi-siecle.jpg;orfèvrerie, émail, bijoux, peinture, mode, Renaissance;382;523;22453
boucle-de-chaussure-avec-strass_sans-titre;361;Boucle de chaussure avec strass;;;;boucle-de-chaussure-avec-strass_sans-titre.jpg;bijoux, mode;844;400;68463
chatelaine-en-or-cisele_premier-tiers-du;362;Châtelaine en or ciselé;premier tiers du XIX siècle;;Louvre;chatelaine-en-or-cisele_premier-tiers-du.jpg;Bijoux, mode, orfèvrerie;282;535;13736
bracelet-en-cheveux-humains-bijou-de-deuil_xix-siecle;363;Bracelet en cheveux humains, Bijou de deuil;XIX siècle;;;bracelet-en-cheveux-humains-bijou-de-deuil_xix-siecle.jpg;Bijoux, mode;400;292;17827
medaille-de-l-ordre-de-la-legion-d-honneur_1802;364;Médaille de l’ordre de la Légion d’honneur;1802;Napoléon Bonaparte;;medaille-de-l-ordre-de-la-legion-d-honneur_1802.jpg;Bijoux, mode, émail;311;500;36031
