id;ligne;titre;date;artiste;lieu;image;tags;largeur;hauteur;octets
bureau-cartonnier_1757;82;bureau cartonnier;1757;Joseph Baumhauer;Chantilly;bureau-cartonnier_1757.jpg;Mobilier, néoclassicisme, bronze;650;511;82254
boudoir-d-argent-de-marie-antoinette_1787;83;Boudoir d’argent de Marie Antoinette;1787;;Fontainebleau;boudoir-d-argent-de-marie-antoinette_1787.jpg;Architecture, néoclassicisme;1400;1115;354758
petit-trianon_annees-1760;84;Petit Trianon;années 1760;Jacques Anges-Gabriel;Versailles;petit-trianon_annees-1760.jpg;Architecture, néoclassicisme;1400;1039;225194
l-eglise-sainte-genevieve-futur-pantheon_1757-1790;85;L’église sainte Geneviève (futur Panthéon);1757-1790;Germain Soufflot;Paris;l-eglise-sainte-genevieve-futur-pantheon_1757-1790.jpg;Architecture, néoclassicisme;960;721;150800
le-parnasse_1761;86;Le parnasse;1761;Raphael Mengs;villa Albani;le-parnasse_1761.jpg;Peinture, fresque, néoclassicisme;596;335;57012
caprice-architectural-avec-predicateur-dans-des-_1725-1730;87;Caprice architectural avec prédicateur dans des ruines romaines;1725-1730;Giovanni Paolo Panini;Louvre;caprice-architectural-avec-predicateur-dans-des-_1725-1730.jpg;Peinture, huile, néoclassicisme, paysage, antiquité;589;810;77377
galerie-de-vues-de-la-rome-antique_1750-1760;88;Galerie de vues de la Rome antique;1750-1760;Giovanni Paolo Panini;Louvre;galerie-de-vues-de-la-rome-antique_1750-1760.jpg;Peinture, huile, néoclassicisme, Antiquité;1280;935;336942
la-marchande-d-amour_1763;89;la marchande d’amour;1763;Joseph Marie Vien;Fontainebleau;la-marchande-d-amour_1763.jpg;Peinture, huile, scène de genre, néoclassicisme, Antiquité;1400;1121;241109
belisaire-demandant-l-aumone_1780;90;Bélisaire demandant l’aumône;1780;Jacques Louis David;Beaux-art de Lille;belisaire-demandant-l-aumone_1780.jpg;Peinture, huile, néoclassicisme, Histoire;960;892;227894
le-serment-des-horaces_1785;91;Le serment des Horaces;1785;Jacques louis David;Louvre;le-serment-des-horaces_1785.jpg;Peinture, huile, néoclassicisme, Histoire;1280;993;263103
helene-et-paris_1788;92;Hélène et Pâris;1788;Jacques louis David;Louvre;helene-et-paris_1788.jpg;Peinture, huile, néoclassicisme, scène de genre;1400;946;238601
marat-assassine_1793;93;Marat assassiné;1793;Jacques louis David;Louvre;marat-assassine_1793.jpg;Peinture, huile,;1088;1400;183621
l-enlevement-des-sabines_1799;94;L’enlèvement des Sabines;1799;Jacques louis David;Louvre;l-enlevement-des-sabines_1799.jpg;Peinture, huile, néoclassicisme, Histoire;1280;962;334636
portrait-de-madame-recamier_1800;95;Portrait de Madame Récamier;1800;Jacques louis David;Louvre;portrait-de-madame-recamier_1800.jpg;Peinture, huile, néoclassicisme, portrait;1280;912;249086
napoleon-franchissant-le-col-du-grand-saint-bern_1800-1802;96;Napoléon franchissant le col du grand saint Bernard;1800-1802;Jacques louis david;Louvre;napoleon-franchissant-le-col-du-grand-saint-bern_1800-1802.jpg;Peinture, huile, néoclassicisme, portrait;1149;1400;281736
le-sacre-de-nap_1805-1807;97;Le sacre de Nap;1805-1807;Jacques Louis David;Louvre;le-sacre-de-nap_1805-1807.jpg;Peinture, huile, portrait, Histoire;1280;796;288008
le-retour-de-marcus-sextus_1799;98;Le retour de Marcus sextus;1799;Pierre Narcisse Guérin;Louvre;le-retour-de-marcus-sextus_1799.jpg;Peinture, huile, Histoire;1400;1257;244670
psyche-reanimee-par-le-baiser-de-l-amour_1793;99;Psyché réanimée par le baiser de l’amour;1793;Antonio Canova;Louvre;psyche-reanimee-par-le-baiser-de-l-amour_1793.jpg;Sculpture, marbre, Histoire, néoclassicisme;1400;1400;190690
napoleon-sur-le-trone-imperial_1806;100;Napoléon sur le trône impérial;1806;Jean Auguste Dominique Ingres;Musée de l’armée, invalides;napoleon-sur-le-trone-imperial_1806.jpg;Peinture, huile, portrait, néoclassicisme;637;1032;169736
arc-de-triomphe-du-carrousel_1806-1810;101;Arc de triomphe du Carrousel;1806-1810;Charles Percier et Pierre Fontaine;Paris;arc-de-triomphe-du-carrousel_1806-1810.jpg;Sculpture, Architecture, néoclassicisme;812;1000;175245
colonne-vendome-ou-colonne-de-la-grande-armee_1806;102;Colonne vendôme, ou colonne de la grande armée;1806;;Paris;colonne-vendome-ou-colonne-de-la-grande-armee_1806.jpg;Bronze, néoclassicisme, architecture;196;663;23897
le-char-conduit-par-la-paix_1828;103;Le char conduit par la paix;1828;François-Joseph Bosio;Paris;le-char-conduit-par-la-paix_1828.jpg;Bronze, néoclassicisme;1400;779;142796
temple-a-la-gloire-de-la-grande-armee-eglise-de-_1806;104;Temple à la gloire de la Grande Armée, (église de la Madeleine);1806;;Paris;temple-a-la-gloire-de-la-grande-armee-eglise-de-_1806.jpg;Architecture, néoclassicisme;1400;933;251887
la-comtesse-d-haussonville_1845;105;la comtesse d’Haussonville;1845;Jean Auguste Dominique Ingres;Frick collection New york;la-comtesse-d-haussonville_1845.jpg;Peinture, huile, portrait,;617;880;92736
le-voeu-de-louis-xiii_1824;106;Le voeu de Louis XIII;1824;Jean Auguste Dominique Ingres;Louvre;le-voeu-de-louis-xiii_1824.jpg;Peinture, huile, Histoire;354;564;37391
l-apotheose-d-homere_1827;107;l'apothéose d’Homère;1827;Jean Auguste Dominique Ingres;Louvre;l-apotheose-d-homere_1827.jpg;Peinture, huile, Histoire;518;386;49083
jeunes-grecs-faisant-battre-des-coqs_1846;108;jeunes grecs faisant battre des coqs;1846;Jean-léon Gérôme;Orsay;jeunes-grecs-faisant-battre-des-coqs_1846.jpg;Peinture, huile, scène de genre, néo-grec;1280;888;263831
les-trois-graces_1831;109;Les trois grâces;1831;James Pradier;Louvre;les-trois-graces_1831.jpg;Sculpture, marbre, néoclassicisme, romantisme;1024;1365;177795
napoleon-1er-en-empereur-romain_1863-1865;110;Napoléon 1er en Empereur Romain;1863-1865;Antoine Louis Barye;Orsay;napoleon-1er-en-empereur-romain_1863-1865.jpg;plâtre, néoclassicisme, sculpture;859;1400;200807
serre-bijoux-de-l-imperatrice-josephine-dit-gran_1809;111;Serre-bijoux de l’impératrice Joséphine, dit Grand écrin.;1809;Jacob-Desmalter, d’après Percier;Louvre;serre-bijoux-de-l-imperatrice-josephine-dit-gran_1809.jpg;Mobilier, bronze, néoclassicisme;594;750;92374
medaille-en-bronze-la-salle-du-laocoon-au-musee-_1804;112;Médaille en bronze “la salle du Laocoon au musée Napoléon”;1804;;Louvre;medaille-en-bronze-la-salle-du-laocoon-au-musee-_1804.jpg;Néoclassicisme, bronze;640;480;85298
athenienne_1801-1804;113;Athénienne;1801-1804;Martin Guillaume Biennais, d’après charle s Percier;Louvre;athenienne_1801-1804.jpg;Néoclassicisme, bronze, mobilier, orfèvrerie;563;750;40527
pauline-borghese-en-venus-victrix_1804-1808;114;Pauline Borghèse en Vénus Victrix;1804-1808;Antonio Canova;galerie Borghèse, Rome;pauline-borghese-en-venus-victrix_1804-1808.jpg;Sculpture, marbre, néoclassicisme, portrait;500;404;51994
l-histoire-du-romantisme_1872;115;l’Histoire du Romantisme;1872;Théophile Gautier;;l-histoire-du-romantisme_1872.jpg;Citation, littérature;830;1280;145369
officier-de-chasseur-a-cheval-chargeant_1812;116;officier de chasseur à cheval chargeant;1812;Théodore Géricault;Louvre;officier-de-chasseur-a-cheval-chargeant_1812.jpg;Peinture, huile, Romantisme;960;1252;331558
la-charrette-de-foin_1824;117;la charrette de foin;1824;John Constable;National gallery Londres;la-charrette-de-foin_1824.jpg;Peinture, huile, paysage;1400;965;262300
le-radeau-de-la-meduse_1819;118;Le radeau de la méduse;1819;Théodore Géricault;Louvre;le-radeau-de-la-meduse_1819.jpg;Peinture, huile, Histoire, Romantisme;1280;874;319735
la-marseillaise_1836;119;la Marseillaise;1836;Jean François Rude;Arc de Triomphe de l’Etoile;la-marseillaise_1836.jpg;Sculpture, Architecture, Romantisme;1163;1400;566467
barque-de-dante_1822;120;Barque de Dante;1822;Eugène Delacroix;Louvre;barque-de-dante_1822.jpg;Peinture, huile, Romantisme, Histoire;1400;1049;182455
la-mort-de-sardanapale_1827;121;La mort de Sardanapale;1827;Eugène Delacroix;Louvre;la-mort-de-sardanapale_1827.jpg;Peinture, huile, Romantisme, Histoire;915;721;101588
la-liberte-guidant-le-peuple_1830;122;La Liberté guidant le peuple;1830;Eugène Delacroix;Louvre;la-liberte-guidant-le-peuple_1830.jpg;Peinture, huile, Romantisme, Histoire;1280;1024;289938
le-chef-d-uvre-inconnu_1831;123;Le chef d'œuvre inconnu;1831;Honoré de Balzac;;le-chef-d-uvre-inconnu_1831.jpg;Littérature, Romantisme;638;1051;106004
apollon-vainqueur-du-serpent-python_1850-1851;124;Apollon vainqueur du serpent Python;1850-1851;Eugène Delacroix;Louvre;apollon-vainqueur-du-serpent-python_1850-1851.jpg;Peinture, huile, Romantisme, Histoire;387;516;68696
les-souffrances-du-jeune-werther_1774;125;les souffrances du jeune Werther;1774;Goethe;;les-souffrances-du-jeune-werther_1774.jpg;Littérature, Romantisme;638;1051;109243
hernani_1830;126;Hernani;1830;Victor Hugo;;hernani_1830.jpg;Littérature, Romantisme;303;500;18846
symphonie-fantastique_1830;127;symphonie fantastique;1830;Berlioz;;symphonie-fantastique_1830.jpg;Musique, Romantisme;400;396;44629
le-cauchemar_1790;128;Le cauchemar,;1790;Johann Heinrich Füssli;maison de Goethe, Francfort;le-cauchemar_1790.jpg;Peinture, huile, Romantisme,;960;1206;290307
le-songe-d-ossian_1813;129;Le songe d’Ossian;1813;Ingres;Musée Ingres-Bourdelle;le-songe-d-ossian_1813.jpg;Peinture, huile, Romantisme, Histoire;960;1253;256014
great-red-dragon_1804-1810;130;Great Red Dragon;1804-1810;William Blake;;great-red-dragon_1804-1810.jpg;Peinture, Aquarelle, dessin, romantisme;1083;1400;381552
saturne-devorant-ses-enfants_1821-23;131;Saturne dévorant ses enfants;1821-23;Francisco de Goya;Prado, Madrid;saturne-devorant-ses-enfants_1821-23.jpg;fresque, peinture, huile;330;606;46698
voyageur-devant-la-mer-de-nuages_1818;132;voyageur devant la mer de nuages;1818;Caspar david Friedrich;kunsthalle Hambourg;voyageur-devant-la-mer-de-nuages_1818.jpg;Peinture, huile, Romantisme, paysage;1093;1400;187693
le-voyageur_1878-1890;133;le voyageur;1878-1890;Jean Louis Ernest Meissonier;Orsay;le-voyageur_1878-1890.jpg;Sculpture, Romantisme,;500;425;36102
ravachol_1904;134;Ravachol;1904;Emmanuel Frémiet;Orsay;ravachol_1904.jpg;Sculpture, Animal;586;850;39405
la-parabole-des-vierges-folles-et-sages_v1813;135;la parabole des vierges folles et sages;V1813;Peter Von Cornelius;Museum Kunstpalast;la-parabole-des-vierges-folles-et-sages_v1813.jpg;Peinture, huile, Romantisme, Néo-Renaissance, Histoire;1280;951;239162
ophelie_1842;136;Ophélie;1842;Auguste Préault;Orsay;ophelie_1842.jpg;Sculpture, bronze, Romantisme;421;147;25336
henri-iv-enfant_1824;137;Henri IV enfant;1824;François Joseph Bosio;Louvre;henri-iv-enfant_1824.jpg;Sculpture, Romantisme, Néo-Renaissance;250;543;17313
tigre-devorant-un-gavial_1831;138;Tigre dévorant un gavial;1831;Antoine Louis Barye;Louvre;tigre-devorant-un-gavial_1831.jpg;Sculpture, bronze, animaux, Orient;640;514;46742
the-oxbow_1836;139;The Oxbow;1836;Thomas Cole;Metropolitan New York;the-oxbow_1836.jpg;Peinture, huile, Paysage, Romantisme,;1400;950;200656
grand-paysan_1904;140;Grand paysan;1904;Jules Dalou;Orsay;grand-paysan_1904.jpg;Sculpture, bronze, réalisme;666;850;89941
victor-hugo-sur-son-lit-de-mort_1885;141;Victor Hugo sur son lit de mort;1885;Jules Dalou;Orsay;victor-hugo-sur-son-lit-de-mort_1885.jpg;Sculpture, réalisme;399;500;39155
le-jour-de-la-visite-a-l-hopital_1889;142;le jour de la visite à l'hôpital;1889;Geoffroy Henri;Orsay;le-jour-de-la-visite-a-l-hopital_1889.jpg;Peinture, huile, Réalisme, scène de genre;593;800;97504
la-charge_vers-1902;143;La charge;vers 1902;André Devambez;Orsay;la-charge_vers-1902.jpg;Peinture, huile, Réalisme, photographie;850;659;116180
misere_1886;144;misère;1886;Fernand Pelez;Orsay;misere_1886.jpg;Peinture, huile, Réalisme, Portrait;330;683;37022
combat-de-cerfs_1861;145;Combat de cerfs;1861;Gustave Courbet;Orsay;combat-de-cerfs_1861.jpg;Peinture, huile, Réalisme, animaux, Histoire, Paysage;1260;916;250306
baigneurs-sur-la-plage-de-trouville_1869;146;baigneurs sur la plage de Trouville;1869;Eugène Boudin;Orsay;baigneurs-sur-la-plage-de-trouville_1869.jpg;Peinture, huile, paysage, scène de genre;500;306;45508
l-atelier-du-peintre_1855;147;l’atelier du peintre;1855;Gustave Courbet;Orsay;l-atelier-du-peintre_1855.jpg;Peinture, huile, Réalisme, Histoire;1280;754;245067
autoportrait-dit-aussi-le-desespere_1844-1845;148;autoportrait dit aussi le désespéré;1844-1845;Gustave Courbet;Orsay;autoportrait-dit-aussi-le-desespere_1844-1845.jpg;Peinture, Huile, Romantisme, portrait;1400;1146;369159
les-glaneuses_1857;149;les glaneuses;1857;Jean François Millet;Orsay;les-glaneuses_1857.jpg;Peinture, Huile, Réalisme, scène de genre;1280;958;307302
portraits-charges-de-deputes-de-la-monarchie-de-_1832-1835;150;portraits charges de députés de la monarchie de Juillet;1832-1835;Honoré Daumier;Orsay;portraits-charges-de-deputes-de-la-monarchie-de-_1832-1835.jpg;Sculpture;1400;1220;207214
le-rappel-des-glaneuses_1859;151;le rappel des glaneuses;1859;Jules Breton;Orsay;le-rappel-des-glaneuses_1859.jpg;Peinture, Huile, Réalisme, Histoire;1400;711;161325
la-falaise-d-etretat-apres-l-orage_1870;152;La falaise d’Etretat après l’orage;1870;Gustave Courbet;Orsay;la-falaise-d-etretat-apres-l-orage_1870.jpg;Peinture, Huile, Paysage;850;669;117524
les-mangeurs-de-pomme-de-terre_1885;153;Les mangeurs de pomme de terre;1885;Vincent Van Gogh;Musée Van Gogh;les-mangeurs-de-pomme-de-terre_1885.jpg;Peinture, Huile, Réalisme, Scène de genre;500;336;20521
orphee_1865;154;Orphée;1865;Gustave Moreau;Orsay;orphee_1865.jpg;Peinture, Huile, Histoire, Symbolisme;884;1400;304430
le-pauvre-pecheur_1881;155;Le pauvre pêcheur;1881;Henri Puvis de Chavanne;Orsay;le-pauvre-pecheur_1881.jpg;Peinture, Huile, Scène de genre, Symbolisme;618;500;50689
secret_1894;156;Secret;1894;Pierre Félix Fix Masseau;Orsay;secret_1894.jpg;Bois, Sculpture, Symbolisme;388;500;16522
paysage-aux-arbres-verts_1893;157;Paysage aux arbres verts;1893;Maurice Denis;Orsay;paysage-aux-arbres-verts_1893.jpg;Paysage, Huile, Peinture, Nabi, Symbolisme;452;500;47328
la-vision-apres-le-sermon_1888;158;La vision après le sermon;1888;Paul Gauguin;Galerie nationale d’Ecosse, Edimburg;la-vision-apres-le-sermon_1888.jpg;Huile, Peinture, Nabi, Symbolisme, Histoire;800;591;86360
hommage-a-delacroix_1864;159;hommage à Delacroix;1864;Henri-Fantin Latour;Orsay;hommage-a-delacroix_1864.jpg;Huile, Peinture, Scène de genre, Romantisme, Impressionnisme;1099;670;105830
la-naissance-de-venus_1863;160;la naissance de Vénus;1863;Alexandre Cabanel;Orsay;la-naissance-de-venus_1863.jpg;Huile, Peinture, Histoire, Académisme;675;384;40235
naissance-de-venus_1879;161;Naissance de Vénus;1879;William Bouguereau;Orsay;naissance-de-venus_1879.jpg;Huile, Peinture, Histoire, Académisme;435;610;47202
les-romains-de-la-decadence_1847;162;les romains de la décadence;1847;Thomas Couture;Orsay;les-romains-de-la-decadence_1847.jpg;Huile, Peinture, Histoire, Académisme;850;517;101574
madame-hessel-lisant-le-journal-devant-la-chemin_1917;163;Madame Hessel lisant le journal devant la cheminée;1917;Edouard Vuillard;Orsay;madame-hessel-lisant-le-journal-devant-la-chemin_1917.jpg;Scène de genre Huile, Peinture, Nabi;245;500;25873
ours-blanc_1922-1923;164;Ours blanc;1922-1923;François Pompon;Orsay;ours-blanc_1922-1923.jpg;Sculpture, Animal, pierre,;1400;1036;202308
mediterranee_1923-1927;165;Méditerranée;1923-1927;Aristide Maillol;Orsay;mediterranee_1923-1927.jpg;marbre, sculpture;1400;786;226395
homme-qui-marche_1905;166;Homme qui marche;1905;Auguste Rodin;Orsay;homme-qui-marche_1905.jpg;Sculpture, Bronze;652;850;77730
herakles-archer_1909-1925;167;Héraklès archer;1909-1925;Antoine Bourdelle;Orsay;herakles-archer_1909-1925.jpg;Sculpture, Bronze;673;850;64363
paysage-enneige_1904;168;paysage enneigé;1904;Cuno Amiet;Orsay;paysage-enneige_1904.jpg;Paysage, Huile, Peinture;658;500;78630
feu-ou-le-petit-forgeron_1916;169;Feu ou le petit Forgeron;1916;Pierre Auguste renoir, Richard Guino;Orsay;feu-ou-le-petit-forgeron_1916.jpg;Bronze, Sculpture;1400;1118;149574
porte-des-enfers_1880-1917;170;porte des enfers;1880-1917;Auguste Rodin;Musée Rodin;porte-des-enfers_1880-1917.jpg;Bronze, Sculpture, Histoire;417;595;51891
buste-de-sarah-bernhardt_vers-1895;171;Buste de Sarah Bernhardt;vers 1895;Jean Léon Gérôme;Orsay;buste-de-sarah-bernhardt_vers-1895.jpg;Marbre, Portrait, Sculpture;359;557;22804
jeanne-d-arc-a-domremy_1872;172;Jeanne d’arc à Domrémy;1872;Henri Chapu;Orsay;jeanne-d-arc-a-domremy_1872.jpg;Sculpture, marbre, Histoire;824;1400;161518
jeanne-d-arc-a-cheval_1872-1874;173;Jeanne d’arc à cheval;1872-1874;Emmanuel Fremiet;Orsay;jeanne-d-arc-a-cheval_1872-1874.jpg;plâtre, Sculpture, Histoire;600;900;63537
porte-torchere-au-tambourin_1873;174;Porte torchère au tambourin;1873;Albert Ernest Carrier Belleuse;Opéra Garnier;porte-torchere-au-tambourin_1873.jpg;Sculpture, Cuivre;698;1023;169903
la-danse_1869;175;la Danse;1869;Jean Baptiste Carpeaux;Orsay;la-danse_1869.jpg;Sculpture, pierre;816;1400;200583
l-age-d-airain_1877;176;l’âge d’Airain;1877;Auguste Rodin;Orsay.;l-age-d-airain_1877.jpg;Sculpture, bronze;672;850;78672
buste-de-victor-hugo_1883;177;Buste de Victor Hugo;1883;Auguste Rodin;Orsay;buste-de-victor-hugo_1883.jpg;Bronze, Sculpture, portrait;616;850;58213
les-quatre-parties-du-monde-soutenant-la-sphere-_1872;178;les quatre parties du monde soutenant la sphère céleste pour la fontaine de l’Observatoire;1872;Jean Baptiste Carpeaux;Paris;les-quatre-parties-du-monde-soutenant-la-sphere-_1872.jpg;Bronze, Sculpture;827;495;96394
chanteur-florentin-du-xv-siecle_1865;179;chanteur florentin du XV siècle;1865;Paul Dubois;Orsay;chanteur-florentin-du-xv-siecle_1865.jpg;Sculpture, bronze, néo-renaissance;385;742;25076
homme-soudanais-en-costume-algerien_1856-57;180;Homme soudanais en costume algérien;1856-57;Charles Cordier;Orsay;homme-soudanais-en-costume-algerien_1856-57.jpg;Sculpture, Bronze, Pierre, Portrait, Orient;365;547;25510
l-incendie-de-moscou-au-panorama-de-paris_1791;181;l’incendie de Moscou au Panorama de Paris;1791;Robert Barker;Paris;l-incendie-de-moscou-au-panorama-de-paris_1791.jpg;Architecture, Peinture, Huile;1400;785;171031
projet-esquisse-pour-le-decor-de-la-coupole-du-p_1812;182;Projet (esquisse) pour le décor de la coupole du Panthéon;1812;Antoine Jean-Gros;Petit Palais;projet-esquisse-pour-le-decor-de-la-coupole-du-p_1812.jpg;Peinture, Huile dessin, Histoire;500;498;41527
femme-piquee-par-un-serpent_1848;183;Femme piquée par un serpent;1848;Auguste Clésinger;Orsay;femme-piquee-par-un-serpent_1848.jpg;Sculpture, marbre, portrait;1280;960;206620
papier-peint-jardin-d-hiver_1853;184;papier peint “Jardin d'hiver”;1853;Jules Desfossé, Edouard Müller;MADD;papier-peint-jardin-d-hiver_1853.jpg;Papier peint, paysage;1220;1400;521290
le-prince-imperial-et-le-chien-nero_1865;185;Le prince impérial et le chien Néro;1865;Jean-Baptiste Carpeaux;Orsay;le-prince-imperial-et-le-chien-nero_1865.jpg;Sculpture, bronze, portrait;384;500;20833
la-danse-au-moulin-rouge_1895;186;La danse au Moulin Rouge;1895;Henri de Toulouse Lautrec;Orsay;la-danse-au-moulin-rouge_1895.jpg;Peinture, Huile, Scène de genre;960;907;250768
honore-de-balzac_1898;187;Honoré de Balzac;1898;Auguste Rodin;Orsay;honore-de-balzac_1898.jpg;Sculpture, plâtre, portrait;484;726;107157
l-age-mur_1897;188;l’âge mûr;1897;Camille Claudel;Orsay;l-age-mur_1897.jpg;Sculpture, bronze;837;850;96014
l-hiver_1890;189;l’Hiver;1890;Auguste Rodin;Orsay;l-hiver_1890.jpg;Sculpture, Marbre,;316;411;14082
table-de-toilette-de-la-duchesse-de-berry_vers-1819;190;Table de toilette de la duchesse de Berry;vers 1819;Marie Désarnaud-Charpentier, Jacob,;Louvre;table-de-toilette-de-la-duchesse-de-berry_vers-1819.jpg;Mobilier, siège, verre, bronze,;422;473;34487
la-liberte-eclairant-le-monde_1886;191;La liberté éclairant le monde;1886;Frédéric Auguste Bartholdi, Gustave Eiffel;New-York;la-liberte-eclairant-le-monde_1886.jpg;Sculpture, cuivre, néoclassicisme;500;750;55282
le-lion-de-belfort_1875-1880;192;Le lion de Belfort;1875-1880;Frédéric Auguste Bartholdi;Belfort;le-lion-de-belfort_1875-1880.jpg;Sculpture, animaux;960;574;228458
ensemble-de-mobilier-de-chambre-a-coucher_1827;193;Ensemble de mobilier de chambre à coucher;1827;François Baudry;MADD;ensemble-de-mobilier-de-chambre-a-coucher_1827.jpg;Mobilier, bois,;1400;820;182228
crystal-palace_1851;194;Crystal palace;1851;Joseph Paxton;Londres;crystal-palace_1851.jpg;Architecture, fer;1400;757;224598
portrait-d-eugenie-de-montijo-imperatrice-des-fr_1857;195;Portrait d’Eugénie de Montijo, impératrice des français;1857;Franz Xavier Winterhalter, D’après;Louvre;portrait-d-eugenie-de-montijo-imperatrice-des-fr_1857.jpg;Portrait, Huile, Peinture,;908;1400;184534
gaine-de-style-louis-xiv_v-1860;196;Gaine de style Louis XIV;V.1860;;Louvre;gaine-de-style-louis-xiv_v-1860.jpg;Néo-Louis XIV, bois, mobilier;348;631;33332
piece-centrale-du-surtout-des-100-couverts_1852-58;197;Pièce centrale du surtout des 100 couverts;1852-58;Christofle;MADD;piece-centrale-du-surtout-des-100-couverts_1852-58.jpg;Arts de la table, orfèvrerie,;1400;700;118267
service-encyclopedique_1805-1806;198;Service encyclopédique;1805-1806,;Sèvres;Louvre;service-encyclopedique_1805-1806.jpg;Arts de la table, porcelaine,;960;720;137847
necessaire-de-campagne-de-napoleon-1er_1806;199;Nécessaire de campagne de Napoléon 1er;1806;Martin Guillaume Biennais;Louvre;necessaire-de-campagne-de-napoleon-1er_1806.jpg;Arts de la table, orfèvrerie, bois;469;640;44860
lit-de-madame-juliette-recamier_vers-1800;200;Lit de Madame Juliette Récamier;vers 1800;Jacob Frères;Louvre;lit-de-madame-juliette-recamier_vers-1800.jpg;Mobilier, néoclassicisme, bronze, bois;1400;933;211458
fauteuil-du-salon-de-madame-juliette-recamier_vers-1800;201;Fauteuil du salon de Madame Juliette Récamier;vers 1800;Jacob frères;Louvre;fauteuil-du-salon-de-madame-juliette-recamier_vers-1800.jpg;Mobilier, siège, Orient, bois;480;480;28433
fauteuil-du-trone-de-napoleon-1er-aux-tuileries_1804;202;Fauteuil du trône de Napoléon 1er aux Tuileries;1804;Jacob Desmalter, d’après Charles Percier et Pierre Fontaine;Louvre;fauteuil-du-trone-de-napoleon-1er-aux-tuileries_1804.jpg;Mobilier, siège, bronze;480;640;46382
lit-de-charles-x-aux-tuileries_1817-1819;203;Lit de Charles X aux tuileries;1817-1819;Maison Grand Frères,;Louvre;lit-de-charles-x-aux-tuileries_1817-1819.jpg;Mobilier, bois,;960;1280;280941
balustrade-pour-le-chambre-de-napoleon-aux-tuile_1804;204;balustrade pour le chambre de Napoléon aux tuileries;1804;Jacob Desmalter, d’après Charles Percier et Pierre Fontaine;Louvre;balustrade-pour-le-chambre-de-napoleon-aux-tuile_1804.jpg;Mobilier, bois,;870;489;104699
le-debarquement-de-la-reine-a-marseille-cycle-de_1620;205;Le débarquement de la Reine à Marseille, cycle de Marie de Médicis;1620;Pierre Paul Rubens;Louvre;le-debarquement-de-la-reine-a-marseille-cycle-de_1620.jpg;Peinture, huile, Histoire, Portrait;960;1208;318500
valentine-de-milan-pleurant-la-mort-de-son-epoux_1802;206;Valentine de Milan pleurant la mort de son époux;1802;Richard Fleury;musée de l’Ermitage.;valentine-de-milan-pleurant-la-mort-de-son-epoux_1802.jpg;Peinture, huile, scène de genre néo-renaissance;990;1400;144895
facade-de-l-eglise-notre-dame-lors-du-bapteme-du_1821;207;Façade de l’église Notre Dame lors du Baptême du prince héritier;1821;;Notre-Dame;facade-de-l-eglise-notre-dame-lors-du-bapteme-du_1821.jpg;Architecture, bois, néo-gothique;585;429;63852
obelisque-de-louxor_1834;208;Obélisque de Louxor;1834;;Place de la Concorde;obelisque-de-louxor_1834.jpg;Pierre, Orient, architecture;763;1400;118150
ringstrasse-destruction-des-remparts_1857;209;Ringstrasse, Destruction des remparts;1857;;Vienne;ringstrasse-destruction-des-remparts_1857.jpg;Architecture, néo-gothique,néo-renaissance, néo-grec;1024;768;234755
voyage-pittoresque-et-romantique-en-ancienne-fra_1820;210;Voyage pittoresque et romantique en ancienne france;1820,;Baron Taylor;;voyage-pittoresque-et-romantique-en-ancienne-fra_1820.jpg;Néo-gothique, littérature;926;1000;186110
opera-garnier_1860-75;211;Opéra Garnier;1860-75;Charles Garnier;Paris;opera-garnier_1860-75.jpg;Architecture, néoclassicisme, néo Louis XIV, Orient;1400;1050;332941
guerre-aux-demolisseurs_1832;212;guerre aux démolisseurs;1832;Victor Hugo;;guerre-aux-demolisseurs_1832.jpg;Littérature, néo-gothique;371;539;28483
inspection-generale-des-monuments-historiques-av_1830;213;Inspection générale des monuments historiques avec poste d’inspecteur général des monuments historiques;1830;Prosper Mérimée;;inspection-generale-des-monuments-historiques-av_1830.jpg;Néo-gothique;800;800;85666
vue-d-une-salle-du-musee-des-monuments-francais-_1798;214;Vue d'une salle du Musée des Monuments Français, dans la chapelle de l'ancien couvent des Petits-Augustins, à Paris, après 1798;1798;Hubert Robert;Louvre;vue-d-une-salle-du-musee-des-monuments-francais-_1798.jpg;Peinture, huile, Néo-gothique, sculpture;640;524;44248
dictionnaire-raisonne-d-archi-fr-du-xi-au-xvi-s_1854-1868;215;Dictionnaire raisonné d’archi fr du XI au XVI s;1854-1868;Eugène Viollet le duc;;dictionnaire-raisonne-d-archi-fr-du-xi-au-xvi-s_1854-1868.jpg;Littérature, Néo-gothique;600;600;50255
la-mort-de-leonard-de-vinci_1818;216;La mort de Léonard de Vinci;1818;Jean Auguste Dominique Ingres;petit palais;la-mort-de-leonard-de-vinci_1818.jpg;Peinture, Huile, Scène de genre, Néo-Renaissance;960;770;205503
le-salon-de-la-princesse-marie-d-orleans-au-pala_1842;217;Le Salon de la princesse Marie d’Orléans au palais des Tuileries;1842;Prosper Lafaye;Louvre;le-salon-de-la-princesse-marie-d-orleans-au-pala_1842.jpg;Peinture, Huile, Néo-gothique;703;511;48116
cafe-turc-au-boulevard-du-temple-ou-jardin-turc_1780;218;Café turc au boulevard du temple, ou jardin turc;1780;;Paris;cafe-turc-au-boulevard-du-temple-ou-jardin-turc_1780.jpg;Orient, architecture, jardin;1400;700;249244
